respondent_id,persona,age_group,gender,city_tier,occupation,monthly_income_band,fashion_identity,style_primary,style_secondary,purchase_influence,sustainability_score,shop_frequency,monthly_fashion_spend,max_outfit_spend,mystery_box_wtp,discount_sensitivity,clothing_oversized_tees,clothing_baggy_jeans,clothing_coords_sets,clothing_dresses_skirts,clothing_jackets_blazers,clothing_kurtis_ethnic,clothing_cargo_joggers,clothing_crop_tops,colour_neutrals,colour_earthy_tones,colour_pastels,colour_bold_neon,colour_vintage_washed,colour_prints_patterns,colour_monochrome,accessory_bags_totes,accessory_jewellery,accessory_belts_clips,accessory_caps_hats,accessory_sunglasses,upcycle_interest,bundle_preference,occasion_festivals,occasion_everyday_casual,occasion_college_work,occasion_weddings_events,occasion_travel,occasion_gifting,prior_thrift_experience,top_concern,discovery_channel,purchase_motivator,digital_trust_score,size_confidence,ugc_propensity,return_policy_sensitivity,subscription_intent,gifting_behaviour,purchase_intent
659,Bargain Hunter,18-22,Female,Tier 3 / Small town,Self-employed/Freelancer,Below 10k,Follow trends to fit in,Streetwear,None,Price/Affordability,4,Once a month,1000-2500,300-700,1200-1800,Definitely yes,0,1,0,0,1,0,1,1,1.0,0,0.0,1,1,1,1,0,1,0,1,0.0,Very interested,Prefer to mix myself,1,1,1,0,1.0,0,No and unlikely,Quality/Wear and tear,WhatsApp drops,Unique pieces,COD/Easy return,Very confident,Engage but rarely post,Makes me hesitate,Would subscribe immediately,Yes occasionally,Interested
660,Bargain Hunter,18-22,Female,Tier 2,Working professional,10k-25k,Dress for comfort/practicality,Sporty / Athleisure,None,Peer recommendations,2,Once a month,500-1000,300-700,Under 500,Definitely yes,0,1,0,1,0,0,1,0,0.0,0,0.0,1,0,1,0,1,1,0,1,1.0,Curious but unsure,Sometimes if it appeals,1,1,1,0,1.0,0,No but open,Hygiene/Cleanliness,WhatsApp drops,Low prices,Follower count/Brand credibility,Somewhat confident,Occasionally,Comfortable with it,Maybe after first box,Rarely,Interested
661,Conscious Spender,18-22,Prefer not to say,Tier 2,Working professional,10k-25k,Fashion as self-expression,Minimal / Clean girl,Sporty / Athleisure,Brand reputation,2,Few times a year,1000-2500,1500-3000,1200-1800,Likely yes,0,1,0,0,1,0,1,0,1.0,1,0.0,0,0,0,1,0,1,0,0,1.0,Very interested,Prefer complete looks,0,1,0,0,1.0,0,Yes a few times,Hygiene/Cleanliness,Instagram/Reels,Sustainability,Reviews and tagged photos,Very confident,Engage but rarely post,Makes me hesitate,Would subscribe immediately,Never,Interested
662,Skeptic,23-27,Male,Tier 2,Student,10k-25k,Buy what is affordable,Sporty / Athleisure,Dark academia,Price/Affordability,2,Once every 2-3 months,Above 5000,Under 300,Would not buy,Likely yes,1,1,0,0,0,0,1,0,1.0,0,1.0,1,0,1,0,0,0,1,0,0.0,Interested if priced right,No preference,0,1,0,1,0.0,0,No but open,Size availability,Instagram/Reels,Easy returns,Follower count/Brand credibility,Somewhat confident,Engage but rarely post,Makes me hesitate,Prefer one-off,Never,Maybe
663,Bargain Hunter,18-22,Male,Metro,Student,Below 10k,Fashion as self-expression,Minimal / Clean girl,None,Social media trends,2,Once a month,1000-2500,300-700,Under 500,Unsure,0,1,0,0,0,0,0,1,1.0,0,0.0,0,0,0,0,1,1,0,0,0.0,Very interested,Prefer complete looks,0,1,1,0,1.0,0,Yes regularly,Hygiene/Cleanliness,Pop-up events,Unique pieces,Reviews and tagged photos,Unsure - it concerns me,Engage but rarely post,Comfortable with it,Maybe after first box,Yes occasionally,Interested
664,Aesthetic Chaser,18-22,Female,Tier 2,Student,10k-25k,Buy what is affordable,Sporty / Athleisure,Dark academia,Social media trends,3,Multiple times a month,2500-5000,1500-3000,800-1200,Definitely yes,1,0,1,0,1,0,1,0,0.0,1,1.0,0,0,0,1,1,0,0,0,0.0,Very interested,Prefer to mix myself,0,1,1,0,1.0,0,No but open,No major concerns,YouTube hauls,Low prices,Clear size guide and photos,Somewhat confident,Occasionally,Yes would stop me,Prefer one-off,Yes occasionally,Interested
665,Aesthetic Chaser,Under 18,Female,Tier 3 / Small town,Student,10k-25k,Buy what is affordable,Streetwear,Y2K / Retro,Brand reputation,2,Multiple times a month,2500-5000,700-1500,1200-1800,Unsure,1,1,1,0,1,0,0,1,1.0,0,0.0,0,0,0,1,0,0,0,0,0.0,Curious but unsure,Sometimes if it appeals,0,1,1,0,0.0,0,No but open,Limited style options,Instagram/Reels,Great curation,Reviews and tagged photos,Very confident,Occasionally,Comfortable with it,Maybe after first box,Yes frequently,Interested
666,Aesthetic Chaser,18-22,Female,Metro,Self-employed/Freelancer,10k-25k,Avoid fast fashion actively,Streetwear,Formal / Classic,Sustainability,3,Multiple times a month,500-1000,1500-3000,800-1200,Likely yes,1,1,0,0,0,0,0,0,0.0,1,0.0,0,1,0,0,1,0,1,0,0.0,Not interested,Prefer to mix myself,0,1,1,1,1.0,0,Yes regularly,No major concerns,Instagram/Reels,Great curation,Clear size guide and photos,Unsure - it concerns me,Engage but rarely post,Makes me hesitate,Prefer one-off,Rarely,Maybe
667,Aesthetic Chaser,23-27,Male,Metro,Student,10k-25k,Fashion as self-expression,Y2K / Retro,Minimal / Clean girl,Sustainability,2,Once a month,1000-2500,1500-3000,800-1200,No,1,0,1,0,1,0,0,1,0.0,0,1.0,0,1,0,0,1,1,1,1,0.0,Interested if priced right,No preference,1,1,1,0,1.0,0,Yes a few times,Limited style options,Instagram/Reels,Unique pieces,Clear size guide and photos,Somewhat confident,Occasionally,Makes me hesitate,Would subscribe immediately,Rarely,Maybe
668,Aesthetic Chaser,23-27,Female,Metro,Working professional,25k-50k,Avoid fast fashion actively,Y2K / Retro,None,Price/Affordability,4,Multiple times a month,Under 500,700-1500,800-1200,No,1,1,1,1,0,0,0,1,1.0,1,0.0,0,0,0,0,0,1,0,0,1.0,Interested if priced right,No preference,0,1,0,0,1.0,0,No but open,Hygiene/Cleanliness,WhatsApp drops,Great curation,Clear size guide and photos,Unsure - it concerns me,Occasionally,Makes me hesitate,No interest,Never,Maybe
669,Aesthetic Chaser,Under 18,Non-binary/Gender fluid,Metro,Student,25k-50k,Dress for comfort/practicality,Minimal / Clean girl,Y2K / Retro,Social media trends,4,Multiple times a month,500-1000,1500-3000,800-1200,Likely yes,1,0,0,1,0,0,0,1,1.0,0,0.0,0,0,0,1,1,1,0,0,0.0,Interested if priced right,Prefer to mix myself,0,1,1,0,1.0,1,Yes regularly,Size availability,Instagram/Reels,Great curation,Clear size guide and photos,Somewhat confident,Engage but rarely post,Comfortable with it,Prefer one-off,Yes occasionally,Interested
670,Conscious Spender,23-27,Female,Tier 3 / Small town,Homemaker,50k-1L,Buy what is affordable,Sporty / Athleisure,None,Price/Affordability,4,Few times a year,1000-2500,1500-3000,500-800,No,0,1,1,0,0,0,1,1,1.0,0,0.0,1,0,1,0,1,1,1,1,1.0,Interested if priced right,Prefer to mix myself,1,1,0,1,0.0,1,Yes regularly,Size availability,Instagram/Reels,Easy returns,Reviews and tagged photos,Somewhat confident,Engage but rarely post,Yes would stop me,Prefer one-off,Yes occasionally,Maybe
671,Aesthetic Chaser,23-27,Male,Metro,Student,10k-25k,Fashion as self-expression,Y2K / Retro,None,Price/Affordability,1,Multiple times a month,1000-2500,Under 300,800-1200,Definitely yes,1,0,0,0,0,1,0,1,0.0,0,0.0,0,1,1,0,0,1,1,0,1.0,Interested if priced right,Sometimes if it appeals,1,1,0,0,1.0,0,Yes regularly,Hygiene/Cleanliness,Instagram/Reels,Social proof,Follower count/Brand credibility,Unsure - it concerns me,Occasionally,Makes me hesitate,Maybe after first box,Rarely,Interested
672,Occasional Gifter,35-44,Male,Metro,Homemaker,Below 10k,Dress for comfort/practicality,Minimal / Clean girl,Sporty / Athleisure,Social media trends,2,Rarely,1000-2500,1500-3000,500-800,Definitely yes,0,1,0,1,0,0,0,1,1.0,0,1.0,0,0,0,1,0,0,0,0,0.0,Not interested,Sometimes if it appeals,1,0,0,0,1.0,1,No but open,Size availability,Instagram/Reels,Low prices,COD/Easy return,Unsure - it concerns me,No,Depends on price,Maybe after first box,Rarely,Maybe
673,Aesthetic Chaser,23-27,Non-binary/Gender fluid,Metro,Student,25k-50k,Buy what is affordable,Cottagecore / Boho,None,Price/Affordability,3,Once every 2-3 months,2500-5000,700-1500,Under 500,Likely yes,0,0,0,1,0,1,0,0,1.0,1,0.0,0,1,1,1,0,1,0,0,1.0,Very interested,Sometimes if it appeals,1,1,0,0,1.0,0,Yes a few times,Hygiene/Cleanliness,Instagram/Reels,Social proof,COD/Easy return,Very confident,Occasionally,Makes me hesitate,Prefer one-off,Yes occasionally,Interested
674,Bargain Hunter,23-27,Male,Tier 3 / Small town,Self-employed/Freelancer,10k-25k,Fashion as self-expression,Y2K / Retro,Sporty / Athleisure,Social media trends,3,Multiple times a month,500-1000,Under 300,500-800,Likely yes,1,1,0,0,0,0,0,1,1.0,0,1.0,1,1,1,0,1,1,0,0,0.0,Interested if priced right,Sometimes if it appeals,0,1,1,0,1.0,1,Yes a few times,Hygiene/Cleanliness,Instagram/Reels,Great curation,Reviews and tagged photos,Somewhat confident,Yes regularly,Comfortable with it,Prefer one-off,Yes occasionally,Interested
675,Conscious Spender,35-44,Male,Tier 2,Student,50k-1L,Buy what is affordable,Minimal / Clean girl,None,Sustainability,1,Once every 2-3 months,500-1000,700-1500,500-800,Unsure,0,0,0,1,1,0,0,0,,0,,1,0,0,1,0,1,1,0,1.0,Curious but unsure,Prefer to mix myself,1,1,1,0,0.0,1,Yes regularly,Size availability,Website/Online store,Sustainability,COD/Easy return,Unsure - it concerns me,No,Makes me hesitate,Prefer one-off,Yes occasionally,Maybe
676,Skeptic,45+,Male,Tier 2,Working professional,25k-50k,Dress for comfort/practicality,Minimal / Clean girl,None,Celebrity/Influencer,4,Once every 2-3 months,500-1000,1500-3000,500-800,No,0,1,0,0,0,0,1,1,0.0,1,0.0,0,0,0,0,1,1,1,1,0.0,Not interested,Sometimes if it appeals,1,1,0,1,1.0,0,Yes a few times,Size availability,Pop-up events,Sustainability,COD/Easy return,Not confident at all,Engage but rarely post,Yes would stop me,No interest,Rarely,Not Interested
677,Aesthetic Chaser,23-27,Non-binary/Gender fluid,Tier 2,Student,10k-25k,Fashion as self-expression,Sporty / Athleisure,Formal / Classic,Price/Affordability,4,Once a month,500-1000,700-1500,800-1200,Unsure,0,1,0,0,0,1,1,0,0.0,1,0.0,0,0,0,0,1,0,0,1,0.0,Very interested,Prefer complete looks,0,1,1,0,0.0,0,Yes a few times,Size availability,YouTube hauls,Unique pieces,Reviews and tagged photos,Unsure - it concerns me,Engage but rarely post,Comfortable with it,Prefer one-off,Yes occasionally,Interested
678,Conscious Spender,18-22,Female,Metro,Self-employed/Freelancer,50k-1L,Dress for comfort/practicality,Sporty / Athleisure,None,Peer recommendations,1,Once every 2-3 months,2500-5000,700-1500,800-1200,Likely yes,0,1,0,0,1,0,1,0,1.0,0,0.0,0,1,1,1,1,0,0,0,0.0,Very interested,Prefer to mix myself,0,1,0,0,1.0,0,No but open,Size availability,WhatsApp drops,Easy returns,Reviews and tagged photos,Somewhat confident,Engage but rarely post,Comfortable with it,Prefer one-off,Yes occasionally,Interested
679,Skeptic,28-34,Male,Tier 2,Homemaker,10k-25k,Dress for comfort/practicality,Formal / Classic,Sporty / Athleisure,Celebrity/Influencer,1,Few times a year,2500-5000,700-1500,800-1200,Likely yes,0,0,0,1,1,0,0,0,1.0,0,0.0,0,0,0,1,1,1,1,1,0.0,Interested if priced right,Prefer to mix myself,1,1,0,0,0.0,0,Yes a few times,Hygiene/Cleanliness,Instagram/Reels,Low prices,COD/Easy return,Unsure - it concerns me,Occasionally,Depends on price,No interest,Never,Interested
680,Occasional Gifter,18-22,Female,Metro,Homemaker,Below 10k,Fashion as self-expression,Dark academia,Streetwear,Celebrity/Influencer,3,Multiple times a month,Under 500,700-1500,Would not buy,Probably not,0,1,0,0,1,1,0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0.0,Interested if priced right,Prefer complete looks,1,1,1,0,1.0,0,No but open,Quality/Wear and tear,WhatsApp drops,Great curation,Clear size guide and photos,Somewhat confident,Engage but rarely post,Comfortable with it,Prefer one-off,Yes occasionally,Interested
681,Fence-Sitter,23-27,Female,Metro,Student,50k-1L,Buy what is affordable,Y2K / Retro,None,Personal expression,3,Once every 2-3 months,500-1000,300-700,800-1200,Unsure,1,1,0,0,1,1,0,1,1.0,1,0.0,0,1,0,0,1,0,0,0,1.0,Curious but unsure,Sometimes if it appeals,1,1,0,0,1.0,1,No and unlikely,Quality/Wear and tear,WhatsApp drops,Easy returns,Follower count/Brand credibility,Unsure - it concerns me,Occasionally,Makes me hesitate,No interest,Never,Maybe
682,Aesthetic Chaser,23-27,Female,Metro,Student,50k-1L,Fashion as self-expression,Y2K / Retro,None,Social media trends,2,Once every 2-3 months,2500-5000,700-1500,Would not buy,Definitely yes,0,0,1,0,1,0,0,1,1.0,0,1.0,0,0,1,0,0,1,1,1,1.0,Interested if priced right,Prefer to mix myself,0,1,1,0,0.0,0,Yes regularly,Limited style options,WhatsApp drops,Great curation,Follower count/Brand credibility,Somewhat confident,Yes regularly,Comfortable with it,Maybe after first box,Never,Interested
683,Aesthetic Chaser,18-22,Female,Metro,Student,25k-50k,Dress for comfort/practicality,Streetwear,None,Brand reputation,3,Few times a year,2500-5000,700-1500,Under 500,Unsure,0,1,0,0,0,1,0,0,1.0,1,0.0,1,0,1,0,1,0,0,0,1.0,Very interested,Sometimes if it appeals,1,1,1,0,1.0,0,Yes a few times,Quality/Wear and tear,Pop-up events,Great curation,Reviews and tagged photos,Very confident,Yes regularly,Comfortable with it,Maybe after first box,Rarely,Interested
684,Bargain Hunter,28-34,Male,Metro,Self-employed/Freelancer,10k-25k,Dress for comfort/practicality,Cottagecore / Boho,None,Social media trends,4,Once a month,500-1000,700-1500,500-800,Definitely yes,0,0,0,1,0,0,0,0,0.0,1,0.0,0,1,1,0,1,1,1,1,0.0,Curious but unsure,Prefer complete looks,1,1,1,0,1.0,0,Yes a few times,Size availability,Instagram/Reels,Low prices,COD/Easy return,Somewhat confident,Yes regularly,Makes me hesitate,Prefer one-off,Rarely,Interested
685,Occasional Gifter,28-34,Female,Metro,Homemaker,25k-50k,Dress for comfort/practicality,Minimal / Clean girl,None,Social media trends,3,Once every 2-3 months,1000-2500,700-1500,1200-1800,Definitely yes,0,0,1,1,1,0,1,1,1.0,1,0.0,0,1,0,1,0,0,0,0,0.0,Interested if priced right,Prefer complete looks,0,1,1,0,0.0,1,Yes regularly,Quality/Wear and tear,Word of mouth,Influencer wearing it,Clear size guide and photos,Not confident at all,Engage but rarely post,Comfortable with it,Maybe after first box,Yes occasionally,Interested
686,Bargain Hunter,Under 18,Female,Rural,Unemployed/Between jobs,25k-50k,Follow trends to fit in,Minimal / Clean girl,Dark academia,Price/Affordability,1,Once every 2-3 months,Under 500,700-1500,800-1200,Definitely yes,0,1,1,1,0,0,0,1,1.0,1,0.0,0,0,1,1,0,1,1,0,0.0,Curious but unsure,Prefer complete looks,0,1,1,1,0.0,0,Yes regularly,Size availability,WhatsApp drops,Unique pieces,Reviews and tagged photos,Somewhat confident,Engage but rarely post,Makes me hesitate,Maybe after first box,Rarely,Interested
687,Bargain Hunter,18-22,Male,Metro,Working professional,10k-25k,Fashion as self-expression,Streetwear,Y2K / Retro,Price/Affordability,3,Rarely,1000-2500,700-1500,500-800,Likely yes,1,1,0,1,1,0,1,0,0.0,1,0.0,0,1,0,0,1,1,0,0,1.0,Very interested,Sometimes if it appeals,1,0,0,0,1.0,0,Yes a few times,Hygiene/Cleanliness,WhatsApp drops,Low prices,COD/Easy return,Not confident at all,Engage but rarely post,Makes me hesitate,Maybe after first box,Yes occasionally,Interested
688,Aesthetic Chaser,28-34,Male,Metro,Student,10k-25k,Fashion as self-expression,Streetwear,Cottagecore / Boho,Celebrity/Influencer,2,Once every 2-3 months,Under 500,700-1500,800-1200,Likely yes,1,1,0,0,0,0,0,1,0.0,0,0.0,1,1,0,0,0,0,1,1,0.0,Very interested,Sometimes if it appeals,0,1,1,0,1.0,0,No but open,No major concerns,Pop-up events,Sustainability,Clear size guide and photos,Unsure - it concerns me,Occasionally,Comfortable with it,Maybe after first box,Yes occasionally,Interested
689,Fence-Sitter,23-27,Female,Metro,Unemployed/Between jobs,10k-25k,Follow trends to fit in,Minimal / Clean girl,None,Celebrity/Influencer,4,Few times a year,2500-5000,1500-3000,500-800,Likely yes,0,0,0,1,0,0,0,1,0.0,0,0.0,0,0,1,0,0,1,1,0,1.0,Not interested,Prefer to mix myself,1,1,0,0,0.0,0,No but open,Quality/Wear and tear,Word of mouth,Sustainability,Reviews and tagged photos,Somewhat confident,Occasionally,Yes would stop me,Prefer one-off,Yes frequently,Maybe
690,Aesthetic Chaser,18-22,Female,Metro,Student,Below 10k,Fashion as self-expression,Y2K / Retro,Minimal / Clean girl,Social media trends,4,Once a month,1000-2500,300-700,Under 500,Unsure,1,1,0,1,1,0,0,1,0.0,0,0.0,0,0,0,0,0,1,0,0,1.0,Interested if priced right,Sometimes if it appeals,1,0,1,0,1.0,0,Yes regularly,Quality/Wear and tear,Instagram/Reels,Unique pieces,Clear size guide and photos,Very confident,Yes regularly,Comfortable with it,Maybe after first box,Never,Interested
691,Conscious Spender,28-34,Male,Metro,Working professional,10k-25k,Avoid fast fashion actively,Minimal / Clean girl,None,Social media trends,1,Multiple times a month,500-1000,1500-3000,Would not buy,Unsure,0,1,1,1,0,0,0,0,1.0,0,1.0,0,0,0,1,1,0,1,0,1.0,Interested if priced right,Sometimes if it appeals,0,1,0,0,0.0,1,Yes regularly,Hygiene/Cleanliness,Instagram/Reels,Sustainability,Clear size guide and photos,Unsure - it concerns me,Occasionally,Makes me hesitate,No interest,Never,Maybe
692,Conscious Spender,28-34,Non-binary/Gender fluid,Metro,Self-employed/Freelancer,25k-50k,Fashion as self-expression,Minimal / Clean girl,None,Brand reputation,4,Multiple times a month,2500-5000,700-1500,1200-1800,Unsure,0,1,1,1,0,0,0,0,0.0,1,1.0,0,0,0,1,1,0,0,0,1.0,Not interested,Prefer to mix myself,0,1,1,0,1.0,0,Yes a few times,Quality/Wear and tear,YouTube hauls,Great curation,COD/Easy return,Unsure - it concerns me,No,Comfortable with it,Prefer one-off,Yes occasionally,Interested
693,Bargain Hunter,18-22,Non-binary/Gender fluid,Metro,Working professional,Below 10k,Follow trends to fit in,Streetwear,Y2K / Retro,Personal expression,4,Once every 2-3 months,1000-2500,300-700,800-1200,Likely yes,1,1,0,0,0,0,0,0,0.0,1,0.0,0,1,1,0,1,0,0,1,1.0,Curious but unsure,Sometimes if it appeals,1,1,0,1,0.0,0,Yes a few times,Size availability,Instagram/Reels,Low prices,COD/Easy return,Not confident at all,Occasionally,Depends on price,Maybe after first box,Yes frequently,Interested
694,Aesthetic Chaser,18-22,Female,Tier 2,Student,25k-50k,Fashion as self-expression,Y2K / Retro,None,Social media trends,2,Once a month,1000-2500,700-1500,800-1200,Likely yes,0,1,0,0,0,1,0,1,0.0,1,0.0,1,0,1,0,0,1,0,1,0.0,Not interested,Prefer complete looks,0,1,1,1,1.0,0,Yes a few times,No major concerns,Instagram/Reels,Social proof,Reviews and tagged photos,Very confident,Occasionally,Comfortable with it,Prefer one-off,Yes occasionally,Interested
695,Aesthetic Chaser,18-22,Female,Metro,Student,10k-25k,Fashion as self-expression,Minimal / Clean girl,None,Social media trends,3,Multiple times a month,500-1000,1500-3000,1200-1800,Unsure,1,0,1,0,1,1,1,1,1.0,0,1.0,0,0,0,1,0,1,0,0,1.0,Interested if priced right,Prefer complete looks,1,1,0,0,1.0,1,Yes a few times,Size availability,Pop-up events,Social proof,Clear size guide and photos,Somewhat confident,Yes regularly,Yes would stop me,Maybe after first box,Rarely,Interested
696,Bargain Hunter,Under 18,Female,Rural,Working professional,Below 10k,Buy what is affordable,Minimal / Clean girl,Formal / Classic,Price/Affordability,3,Once every 2-3 months,1000-2500,300-700,Under 500,Definitely yes,0,0,1,1,1,0,1,0,0.0,1,0.0,0,1,0,1,0,1,0,0,1.0,Interested if priced right,Prefer complete looks,1,0,1,1,0.0,1,No but open,Quality/Wear and tear,Website/Online store,Low prices,Reviews and tagged photos,Unsure - it concerns me,Engage but rarely post,Makes me hesitate,Would subscribe immediately,Yes occasionally,Interested
697,Conscious Spender,23-27,Female,Metro,Working professional,50k-1L,Avoid fast fashion actively,Cottagecore / Boho,None,Personal expression,1,Once a month,1000-2500,1500-3000,500-800,Likely yes,0,0,0,0,1,0,0,0,0.0,1,1.0,0,1,1,0,1,0,1,1,0.0,Interested if priced right,Prefer to mix myself,0,1,1,0,1.0,0,Yes regularly,Quality/Wear and tear,YouTube hauls,Sustainability,Clear size guide and photos,Unsure - it concerns me,Yes regularly,Yes would stop me,No interest,Yes occasionally,Interested
698,Bargain Hunter,18-22,Male,Tier 2,Self-employed/Freelancer,Below 10k,Follow trends to fit in,Sporty / Athleisure,Formal / Classic,Price/Affordability,4,Once every 2-3 months,500-1000,Under 300,800-1200,Definitely yes,0,1,0,0,1,0,1,1,1.0,0,1.0,0,1,0,0,0,1,0,1,1.0,Curious but unsure,Prefer complete looks,1,1,1,1,0.0,1,No but open,Size availability,WhatsApp drops,Unique pieces,COD/Easy return,Somewhat confident,Engage but rarely post,Depends on price,No interest,Rarely,Interested
